,0,1,2,3,4,5,6,7
210,제28회 제주특별자치도 관광기념품 공모전,예체능/미술/음악,"일반인, 대학생, 기타",제주특별자치도 / (사)제주특별자치도관광협회,2025-04-28 ~ 2025-05-09,3천만원~1천만원,500만원,
211,2025년 알레르기질환 예방관리 UCC 공모전,영상/UCC/사진,기타,"질병관리청, 경상남도",2025-03-04 ~ 2025-10-31,1천만원이하,20만원,
212,세계금연의날 기념 제2회 국립암센터 청소년 금연 포스터 공모전,디자인/캐릭터/웹툰,기타,국립암센터,2025-04-07 ~ 2025-05-30,다양한 혜택,,
213,2025년 한국전력공사 경남본부 신문광고 공모전,광고/마케팅,제한없음,한국전력공사 경남본부,2025-04-07 ~ 2025-05-16,1천만원이하,100만원,
214,2025 고맙다양양 영상 공모전,영상/UCC/사진,제한없음,양양군청,2025-04-01 ~ 2025-08-31,1천만원이하,200만원,
215,제12회 오장환 신인문학상 공모전,문학/글/시나리오,제한없음,"오장환 문학상 운영위원회 / 보은군청, 보은문화원",2025-04-01 ~ 2025-06-30,1천만원이하,500만원,
216,2025 영월 뉴트로드 영상 배틀 공모전,영상/UCC/사진,"일반인, 대학생, 기타",오마이필름,2025-04-21 ~ 2025-05-26,1천만원이하,400만원,
217,[광주 신세계안과] 제41회 빛창공모전 (여름편 공모),문학/글/시나리오,제한없음,신세계안과,2025-04-03 ~ 2025-05-16,1천만원이하,30만원,
218,2025 제4회 음주환경 개선 청년 아이디어 공모전,기획/아이디어,"일반인, 대학생",대구동구보건소 / 대구동구중독관리통합지원센터,2025-04-01 ~ 2025-07-16,1천만원이하,80만원,
219,2025 생탁 영상광고 공모전,광고/마케팅,일반인,주식회사 에스티물산 / 부산합동양조,2025-04-01 ~ 2025-05-10,1천만원이하,,
220,2025 아주 글로벌 아트페어 공모전,예체능/미술/음악,제한없음,아주경제 / 국제신문방송미디어교류협회,아주글로벌교류협회,2025-04-21 ~ 2025-05-25,다양한 혜택,
221,제16회 2충1효 전국백일장 공모전,문학/글/시나리오,제한없음,적돌문학회/한국청소년보호연맹 충남연맹 / 교육타임즈,충청남도·충청남도의회·충남교육청·태안군·한국서부발전·한국타이어·현대도시개발·CTN,2025-04-07 ~ 2025-06-09,1천만원이하,
222,2025 주소정보 활용 대국민 공모전,광고/마케팅,제한없음,행정안전부 / 한국국토정보공사,2025-03-31 ~ 2025-06-30,1천만원이하,,
223,2026 여수세계섬박람회 기타수익사업 아이디어 공모전,기획/아이디어,제한없음,(재)2026여수세계섬박람회조직위원회 / 여수시,2025-03-31 ~ 2025-05-19,1천만원이하,200만원,
224,제8회 최충문학상 전국공모전,문학/글/시나리오,제한없음,사)최충선생기념사업회 / 사)한국문인협회 오산지부,오산시,2025-04-15 ~ 2025-06-15,1천만원이하,
225,다함께 같이! 가치 있는! 병역이야기 공모전,예체능/미술/음악,제한없음,병무청,2025-03-27 ~ 2025-06-26,3천만원~1천만원,300만원,
226,네 이야기를 들려줄래 1분 숏츠 공모전,영상/UCC/사진,제한없음,사단법인 세계시민포럼,한미약품(주),2025-03-28 ~ 2025-05-07,1천만원이하,30만원
227,2025 장애인식개선 글그림 공모전 (편견을 깨는 울림),예체능/미술/음악,"청소년, 어린이, 기타",울산광역시장애인종합복지관,"울산광역시교육청, 울산경찰청, 울산아동문학인협회, 울산미술협회",2025-04-01 ~ 2025-05-16,다양한 혜택,
228,제3회 청백리 최만리 시조문학상 전국공모전,문학/글/시나리오,제한없음,해동공자최충선생기념사업회,2025-04-01 ~ 2025-05-31,1천만원이하,100만원,
229,제6회 가정의달 손편지 공모전,문학/글/시나리오,"제한없음, 기타",경인일보,2025-03-25 ~ 2025-05-16,1천만원이하,,
230,2025 한국부식방식학회 제6회 부식 사례 포스터 공모전,과학/공학,"일반인, 대학생",(사)한국부식방식학회,-,2025-04-01 ~ 2025-09-22,1천만원이하,100만원
231,2025 대학알리미 데이터 아이디어 공모전,기획/아이디어,"일반인, 대학생, 청소년, 기타",교육부,2025-04-28 ~ 2025-06-05,1천만원이하,200만원,
232,노후된 도시에서 미래를 담은 도시로! 미래도시 설계·영상 공모전,건축/건설/인테리어,"제한없음, 기타",국토교통부,2025-04-01 ~ 2025-05-21,1천만원이하,200만원,
233,제1회 계단문학상 공모전,문학/글/시나리오,"일반인, 대학생",부산 동구청,2025-03-24 ~ 2025-05-12,3천만원~1천만원,,
234,매경미디어그룹 AI 영상광고·숏폼 공모전,광고/마케팅,기타,매경미디어그룹 / (주)스튜디오프리윌루전,"동국제약, 예스24,달바 ",2025-04-07 ~ 2025-05-07,5천만원~3천만원,500만원
235,2025년 학교 밖 청소년 지원 사업 홍보 콘텐츠 공모전,광고/마케팅,제한없음,한국청소년상담복지개발원,2025-03-20 ~ 2025-05-30,1천만원이하,200만원,
236,2025년 안전한 교통문화 만들기 홍보영상 공모전,영상/UCC/사진,제한없음,충남경찰청,"충남교육청, 충남자치경찰위원회, 한국도로교통공단 대전세종충남지부",2025-03-01 ~ 2025-05-31,다양한 혜택,
237,2026 태안국제원예치유박람회 마스코트 공모전,예체능/미술/음악,제한없음,태안국제원예치유박람회조직위원회,2025-03-26 ~ 2025-05-14,3천만원~1천만원,500만원,
238,2025년 화성시 대학(원)생 도시데이터 연구공모전,논문/리포트,"일반인, 대학생",화성시청,2025-03-24 ~ 2025-05-23,1천만원이하,300만원,
239,제8회 노인인권사진공모전 (따뜻한시선으로 다정한 손길로),영상/UCC/사진,제한없음,전라남도 / 전라남도서부노인보호전문기관,2025-03-25 ~ 2025-05-14,1천만원이하,30만원,
240,제8회 제주국제드론필름페스티벌 공모전 출품작 모집,영상/UCC/사진,제한없음,JIBS,2025-03-18 ~ 2025-07-11,다양한 혜택,800만원,
241,2025년 전북특별자치도 인구정책 콘텐츠 공모전,예체능/미술/음악,기타,전북특별자치도,2025-04-01 ~ 2025-05-09,1천만원이하,120만원,
242,2025년 대구 북구 혁신정책 제안 공모전,기획/아이디어,제한없음,대구광역시 북구,2025-04-28 ~ 2025-05-30,1천만원이하,200만원,
243,[방과후버튜버] 방과후 연습생 4컷 만화 공모전,디자인/캐릭터/웹툰,제한없음,방과후버튜버,2025-03-21 ~ 2025-05-31,다양한 혜택,,
244,발걸음이 머무는 나만의 여행지 공모전,기획/아이디어,제한없음,대구광역시 북구,2025-04-01 ~ 2025-05-30,1천만원이하,100만원,
245,제13회 동남권원자력의학원 암수기 공모전,문학/글/시나리오,제한없음,동남권원자력의학원,2025-03-21 ~ 2025-05-21,1천만원이하,100만원,
246,2025 해양환경측정망 자료 활용 논문 공모전,논문/리포트,"일반인, 대학생, 기타",해양수산부,2025-03-24 ~ 2025-05-30,1천만원이하,300만원,
247,2025년 지식재산 정보정책 대국민 아이디어 공모전,기획/아이디어,제한없음,특허청,2025-03-24 ~ 2025-05-23,1천만원이하,200만원,
248,제15회 벽산예술상 희곡상 공모전,문학/글/시나리오,기타,벽산문화재단,2025-03-11 ~ 2025-07-31,1천만원이하,"1,000만원",
249,2025 춘계통합학회 업무용 모바일 앱 · ERP 아이디어 공모전,웹/모바일/IT,대학생,(주)영림원소프트랩 / 한국경영정보학회,2025-03-19 ~ 2025-05-07,1천만원이하,200만원,
250,2025년 아이돌봄서비스 수기 & 캐릭터 공모전,예체능/미술/음악,기타,여성가족부,2025-03-24 ~ 2025-05-19,1천만원이하,50만원,
251,제58회 단종문화제 관광상품 아이디어 공모전,기획/아이디어,제한없음,영월문화관광재단,2025-02-27 ~ 2025-05-20,1천만원이하,200만원,
252,제17회 전국 세대공감 사랑과 효 청소년 글·그림·엽서 공모전,예체능/미술/음악,청소년,사단법인 한국효문화센터,2025-04-01 ~ 2025-05-16,1천만원이하,,
253,제10회 지방자치분권·균형발전 실현 정책제안 공모전,기획/아이디어,"일반인, 대학생","부산일보사,지방분권균형발전 부산시민연대 / 사)시민정책공방, 사)분권균형",BNK부산은행,2025-03-18 ~ 2025-10-15,1천만원이하,300만원
254,2025년 성북동숲속야영장 사진 공모전,영상/UCC/사진,기타,대전광역시 유성구,2025-03-01 ~ 2025-10-31,다양한 혜택,,
255,공군부대 공간혁신구역 선도사업지 시민 아이디어 공모전,기획/아이디어,제한없음,금천구,2025-03-20 ~ 2025-05-30,1천만원이하,500만원,
256,패스프리 로고 디자인 공모전,디자인/캐릭터/웹툰,"일반인, 대학생, 청소년",(주) 패스프리,2025-04-01 ~ 2025-07-31,1천만원이하,200만원,
257,부산광역시 북구 관광콘텐츠 아이디어 공모전,기획/아이디어,제한없음,부산광역시 북구,2025-03-24 ~ 2025-05-23,1천만원이하,50만원,
258,스포애니송 챌린지 공모전,예체능/미술/음악,제한없음,(주)케이디헬스케어 / 스포애니 마케팅팀,2025-03-17 ~ 2025-05-09,3천만원~1천만원,500만원,
259,2025년 여성가족부 AI·데이터 융복합 아이디어 및 분석활용 공모전,기획/아이디어,제한없음,여성가족부 / (주)리스트,2025-03-17 ~ 2025-05-09,1천만원이하,,
260,내러티브 게임 개발 공모전 - 네오위즈 퀘스트 (NEOWIZ QUEST),게임/소프트웨어,"일반인, 대학생, 청소년, 기타",네오위즈,2025-03-11 ~ 2026-01-16,5천만원이상,1억원,
261,2025 논산문학제 캘리그라피 공모전,예체능/미술/음악,제한없음,논산문화원,2025-03-17 ~ 2025-08-22,1천만원이하,100만원,
262,제12회 광융합 기술사업화 아이디어 및 제품디자인 공모전,과학/공학,제한없음,한국광기술원 / 한국광기술원,"전자신문사, 한국광융합산업진흥회, 한국조명전기설비학회, 광주디자인진흥원",2025-03-03 ~ 2025-06-27,3천만원~1천만원,150만원
263,손해배상책임연구 창간호 발간 기념 논문 공모전,논문/리포트,제한없음,자동차손해배상진흥원,2025-03-04 ~ 2025-05-09,1천만원이하,100만원,
264,2025년 제1회 방송통신위원회 공공데이터 분석‧활용 공모전,과학/공학,제한없음,방송통신위원회,2025-03-17 ~ 2025-06-30,1천만원이하,,
265,2025 종갓집 상상디자인 공모전,디자인/캐릭터/웹툰,제한없음,울산광역시 중구,2025-02-14 ~ 2025-06-30,1천만원이하,200만원,
266,2025년 공무원연금공단 국민 참여 홍보 콘텐츠 공모전 (기간연장),예체능/미술/음악,제한없음,공무원연금공단,2025-03-10 ~ 2025-05-30,1천만원이하,50만원,
267,2025년 제4회 전기안전 국민 공모전,기획/아이디어,제한없음,산업통상자원부,2025-03-17 ~ 2025-05-11,3천만원~1천만원,400만원,
268,2025 제1회 한국게임학회 전국 대학생 디지털아트 공모전,디자인/캐릭터/웹툰,대학생,(사)한국게임학회,2025-03-15 ~ 2025-05-11,1천만원이하,30만원,
269,2025 청강 패션뷰티스타일 공모전,예체능/미술/음악,청소년,청강문화산업대학교 / 청강문화산업대학교 패션뷰티스타일스쿨,"슈바넨가르텐, 꼼나나, 베테제, 위위아뜰리에바이서옥, 수 스타일, 화이트채플, (주)리즈케이",2025-03-17 ~ 2025-08-08,1천만원이하,100만원
270,2025년 성남시 공공데이터 활용분석 아이디어 공모전,기획/아이디어,제한없음,성남시,2025-04-14 ~ 2025-05-14,1천만원이하,300만원,
271,이다 생명문화 출판 콘텐츠 공모전 2025,문학/글/시나리오,제한없음,환경과생명문화재단 이다,2025-03-07 ~ 2025-06-30,3천만원~1천만원,700만원,
272,천지창조 공모전 - 노벨피아 웹소설 공모전,문학/글/시나리오,제한없음,(주) 메타크래프트,2025-04-07 ~ 2025-05-06,5천만원이상,"3,000만원",
273,[다이슨] 2025 국제 엔지니어링 및 디자인 공모전,디자인/캐릭터/웹툰,"일반인, 대학생, 기타",제임스 다이슨 재단,2025-03-12 ~ 2025-07-16,5천만원이상,"30,000 파운드(한화 약 5,000만원)",
274,2025년 상반기 속초시시설관리공단 주민참여 혁신아이디어 공모전,기획/아이디어,기타,속초시시설관리공단,2025-03-04 ~ 2025-06-30,1천만원이하,50만원,
275,2025 알아가고 그려보는 장애인식개선 그림 공모전,예체능/미술/음악,"어린이, 기타",한국장애인단체총연합회,2025-03-17 ~ 2025-05-23,1천만원이하,50만원,
276,제12회 이데일리 사진공모전,영상/UCC/사진,제한없음,"이데일리, 이데일리TV",2025-03-10 ~ 2025-05-09,1천만원이하,300만원,
277,2025년 김천국제가족연극제 UCC 공모전,영상/UCC/사진,기타,"경상북도, 김천시",2025-03-10 ~ 2025-06-14,1천만원이하,100만원,
278,2025 상주세계모자페스티벌 상징 모자 디자인 공모전,디자인/캐릭터/웹툰,제한없음,상주시청,2025-03-10 ~ 2025-06-27,1천만원이하,200만원,
279,2025 국가안보 논문 공모전,논문/리포트,"대학생, 기타",국가정보원,2025-04-01 ~ 2025-05-31,3천만원~1천만원,500만원,
280,제 11회 김천시 규제개혁 아이디어 공모전,기획/아이디어,기타,김천시,2025-03-10 ~ 2025-05-09,1천만원이하,70만원,
281,2025 국세청 청소년 세금작품 공모전,예체능/미술/음악,"청소년, 어린이, 기타",국세청,2025-03-04 ~ 2025-06-30,3천만원~1천만원,50만원,
282,2025 장애인가족 행복 페스티벌 수기 공모전,문학/글/시나리오,"제한없음, 기타",한국지체장애인협회,"보건복지부, 행정안전부, 여성가족부, KBS한국방송, 희망복지방송, 소셜포커스",2025-03-10 ~ 2025-05-30,다양한 혜택,
283,2025년 제12회 유닛로드시스템 창의성 공모전,예체능/미술/음악,"일반인, 대학생",한국파렛트컨테이너협회,2025-03-01 ~ 2025-07-31,1천만원이하,200만원,
284,[갤러리비상] 제3회 전국장애인미술공모전,예체능/미술/음악,기타,고양시장애인종합복지관,2025-03-24 ~ 2025-05-08,1천만원이하,100만원,
285,[인천광역시 연수구] 2025 아름다운 간판 공모전,건축/건설/인테리어,기타,인천광역시 연수구,2025-03-10 ~ 2025-05-16,다양한 혜택,,
286,2025 제16회 파주시 예쁜간판 공모전,건축/건설/인테리어,"제한없음, 기타",파주시,2025-03-04 ~ 2025-06-30,다양한 혜택,,
287,2025 삼척시 탄소중립 시민참여 아이디어 공모전,기획/아이디어,기타,삼척시탄소중립지원센터,2025-03-04 ~ 2025-05-15,1천만원이하,30만원,
288,2025 의성사랑 유튜브 공모전,영상/UCC/사진,제한없음,의성군,2025-03-04 ~ 2025-10-31,3천만원~1천만원,200만원,
289,금정구 고향사랑기부제 지정기부사업 아이디어 공모전,기획/아이디어,제한없음,금정구,2025-03-05 ~ 2025-06-04,1천만원이하,50만원,
290,이만옹 3代 이야기 우리함께 만들어요 공모전,예체능/미술/음악,제한없음,대구광역시 달서구,2025-03-04 ~ 2025-05-30,1천만원이하,20만원,
291,민주공화국 영상공모전,영상/UCC/사진,제한없음,(사)민주·인권·평화를실천하는긴급조치사람들,2025-03-03 ~ 2025-05-10,3천만원~1천만원,300만원,
292,2025년 KWMA 선교논문공모전,논문/리포트,기타,한국세계선교협의회,2025-02-05 ~ 2025-10-31,1천만원이하,300만원,
293,2025년 제주시 정책 아이디어 공모전,기획/아이디어,제한없음,제주시,2025-02-28 ~ 2025-12-31,1천만원이하,70만원,
294,청주시 2025 상반기 시민 테마아이디어 공모전,기획/아이디어,제한없음,청주시,2025-03-04 ~ 2025-05-11,1천만원이하,100만원,
295,2025년 해남공룡박물관 전국 캐릭터 캘리그라피 공모전,디자인/캐릭터/웹툰,기타,해남군,2025-02-26 ~ 2025-06-05,1천만원이하,70만원,
296,제30회 경기도 건축문화상 공모전,건축/건설/인테리어,기타,경기건축문화제 추진위원회,2025-04-15 ~ 2025-07-09,3천만원~1천만원,700만원,
297,김가네 제 12회 어린이 그림공모전,예체능/미술/음악,어린이,김가네,"한국미술협회, ddp, 책읽는미술관, 드림디포, 북극곰",2025-03-10 ~ 2025-05-09,1천만원이하,30만원
298,2025 사천시 드론 사진·영상 공모전,영상/UCC/사진,기타,사천시,2025-03-01 ~ 2025-10-31,1천만원이하,,
299,제14회 전주 기록물 수집 공모전,기타,기타,전주시시,2025-03-04 ~ 2025-05-30,다양한 혜택,,
300,제 10회 초록우산 감사편지 공모전,문학/글/시나리오,"청소년, 어린이",초록우산,2025-03-11 ~ 2025-07-11,다양한 혜택,,
301,YTN서울타워 준공 50주년 기념 숏폼 영상 공모전,영상/UCC/사진,제한없음,YTN,2025-02-24 ~ 2025-06-30,다양한 혜택,,
302,제2회 로스쿨&변호사시험 수기 공모전,문학/글/시나리오,기타,법학전문대학원협의회,2025-03-17 ~ 2025-05-16,3천만원~1천만원,200만원,
303,2025 K-CONTENTS 전국고교 영상·대본 공모전,영상/UCC/사진,기타,한국방송예술진흥원,2025-02-19 ~ 2025-07-25,다양한 혜택,"상금 100만원, 입학 시 300만원 장학금",
