,0,1,2,3,4,5,6,7
190,[함께하는 강남] 콘텐츠 공모전,예체능/미술/음악,제한없음,강남구청,2025-04-07 ~ 2025-05-11,다양한 혜택,,
191,해양교통안전 라디오 콘텐츠 공모전,영상/UCC/사진,제한없음,해양수산부 / 한국해양교통안전공단,2025-04-07 ~ 2025-05-09,1천만원이하,100만원,
192,지방교육 숏폼 영상 공모전 (나도 지방재정 숨은 크리에이터),영상/UCC/사진,기타,한국지방재정공제회,2025-04-07 ~ 2025-05-18,1천만원이하,150만원,
193,3rd 현대퓨처넷 미디어아트 프로젝트 공모전,예체능/미술/음악,기타,현대퓨처넷,2025-04-08 ~ 2025-05-11,다양한 혜택,,
194,공공배달 통합포털 구축 공공배달 숏폼 공모전,영상/UCC/사진,제한없음,"농림축산식품부, 한국농수산식품유통공사",2025-04-04 ~ 2025-05-07,1천만원이하,200만원,
195,김해시 2025 인구정책 숏폼 공모전,영상/UCC/사진,제한없음,김해시,2025-04-01 ~ 2025-05-09,1천만원이하,100만원,
196,2025년 울산광역시 규제개혁 아이디어 공모전,기획/아이디어,제한없음,울산광역시,2025-04-07 ~ 2025-05-23,1천만원이하,100만원,
197,두란노 45주년 기념 생명의삶 표지 사진 공모전,영상/UCC/사진,기타,두란노서원,2025-04-01 ~ 2025-06-30,1천만원이하,200만원,
198,제5회 (사)한국미술교육협회 꿈꾸는 미래 미술 공모전,예체능/미술/음악,청소년,사단법인 한국미술교육협회,"아트앤디자인, 신한화구",2025-04-16 ~ 2025-05-30,1천만원이하,100만원
199,2025년 1차 장애인식개선 캠페인 이름 공모전,네이밍/슬로건,제한없음,경상남도장애인종합복지관,2025-04-01 ~ 2025-05-09,다양한 혜택,,
200,퇴촌토마토거리축제 굿즈 공모전,예체능/미술/음악,"일반인, 기타",퇴촌토마토축제운영위원회,2025-04-02 ~ 2025-05-07,다양한 혜택,,
201,2025 중구생활문화센터 주민 휴대전화 사진공모전 (우리동네 휴대전화 사진 공모전),영상/UCC/사진,제한없음,울산중구생활문화센터,2025-04-01 ~ 2025-06-22,다양한 혜택,,
202,제16회 우장춘 박사를 아세요 어린이 농업·농촌 글짓기 공모전,문학/글/시나리오,"어린이, 기타",농천진흥청 국립원예특작과학원,2025-03-31 ~ 2025-05-30,다양한 혜택,,
203,제2회 전북 기업사랑 사진 동영상 공모전,영상/UCC/사진,제한없음,전주상공회의소,2025-04-01 ~ 2025-07-31,1천만원이하,200만원,
204,제7회 전국학생 재난구호안전 미술 공모전 대회,예체능/미술/음악,"어린이, 기타",대한재난구호안전봉사회,2025-04-01 ~ 2025-05-26,다양한 혜택,,
205,2025년도 제12회 환경데이터 활용 및 분석 공모전,과학/공학,"일반인, 대학생","환경부 / 한국환경공단, 한국환경산업기술원",2025-04-07 ~ 2025-05-19,5천만원~3천만원,600만원,
206,영천시장애인종합복지관 2025년 장애인식개선 포스터 · 글짓기 공모전,예체능/미술/음악,기타,영천시장애인종합복지관,2025-04-01 ~ 2025-05-16,다양한 혜택,,
207,2025년 서초뮤직앤아트페스티벌 숏폼 영상 공모전,영상/UCC/사진,제한없음,서초구 / 서초문화재단,2025-04-01 ~ 2025-05-08,1천만원이하,100만원,
208,제4회 경북장애인복지관협회 장애인 사생대회 공모전,예체능/미술/음악,기타,경상북도장애인복지관협회 / 경상북도여성장애인복지관,경상북도,2025-03-31 ~ 2025-05-09,1천만원이하,
209,제26회 도산안창호 글짓기 및 독후감 공모전,문학/글/시나리오,제한없음,도산안창호선생기념사업회,2025-04-01 ~ 2025-09-30,1천만원이하,50만원,
